PID,PartnerId,TcinId,Color,colorName,Size,DepartmentIds,ClassIds
PID-WR8KM2,14472,1010271035,Brown,Brown,XX Large,333,6
PID-WR8KM2,14472,95290778,Brown,Brown,Large,333,6
PID-WR8KM2,14472,1010271034,Brown,Brown,X Large,333,6
PID-WR8KM2,14472,95290780,Red,Berry Red,Large,333,6
PID-WR8KM2,14472,1010271038,Red,Berry Red,X Large,333,6
PID-WR8KM2,14472,95290779,Red,Berry Red,Small,333,6
PID-WR8KM2,14472,95290777,Brown,Brown,Small,333,6
PID-WR8KM2,14472,1010271037,Red,Berry Red,Medium,333,6
PID-WR8KM2,14472,1010271033,Brown,Brown,Medium,333,6
PID-WR8Y08,,,,,,,
PID-WRE0X4,14472,95103702,Brown,Brown,Large,333,1
PID-WRE0X4,14472,95103703,Brown,Brown,X Large,333,1
PID-WRE0X4,14472,1007843054,Blue,Blue,X Large,333,1
PID-WRE0X4,14472,95103701,Brown,Brown,Medium,333,1
PID-WRE0X4,14472,95103721,Blue,Blue,Large,333,1
PID-WRE0X4,14472,95103722,Blue,Blue,XX Large,333,1
